,ID,text,labels
945,1378506712253136898t,"  Covid vanished in China without a vaccine over the summer in 2020 and you “ doctors ” don ’ t wanna talk about it . Oh wait , their draconian communist “ measures ” helped “ mitigate ” it enough .. Sure 😂 😂 😂",unnecessary
9149,1353184727780397056t, My god they are f ... evil . Listen very closely to what rachael says about people having vaccine but it does not work . President Trump was talking about Therapeutic meds & people laughed . fauci says tests show they help !,ineffective
7563,1306627113898971138t,"COVID vaccine does nothing we ourselves can not do ourselves , & naturally . Vaccines attacks our immune , resulting in a stronger immune system . We can do this naturally by : Exercise , not wearing masks 4 oxygen , eat fruits 4 vitamin C , get lots of sunshine , 4 natural vitamin D .",side-effect
7091,1397236020534521860t,What an evil piece of filth you are . You should be locked up for encouraging child abuse . There is absolutely no need for children to be vaccinated with an experimental gene therapy . The CEO of Pfizer admits that it can make you infertile . You are scum . ,conspiracy rushed side-effect
7974,1364219702709342214t,Another One Takes The Jab And Dies : Detroit News TV Anchor Dies One Day After Taking COVID Vaccine ,side-effect
4046,1363948891205427213t,People seeing the Vaccination ' game Changer ' was just another load of Government bullshit nothing has changed so what's the real point of the vaccinations ? ?  via ,political
3123,1319658824102481921t,"  ... and a basis of a business model . ( Keeping the pressure high on the "" vaccine "" narrative ) .",pharma
2192,1256155562246537217t,"No vaccine for HIV , SARS , SWINE FLU NOT VERY EFFECTIVE FOR SEASONAL FLU , what makes the leaders think that there will be a vaccine for Covid in 12 - 18 months . This is unrealistic and to say that the economy needs to be shut down is reckless and dangerous . We can not wait to reopen",rushed
258,1354856659458248708t,   Also a vaccine that was not tested on animal models prior to be given to the public . It hasn ’ t been proven to slow transmission only reduce potential symptoms . Moderna refers to their vaccine as “ software ” ,ineffective rushed
2869,1354561494990680069t, Beside this AstraZeneca is a 175 € vaccine based on a chimpanzee Adenovirus Vector with an efficiency of calculated 70 % which is less in elderly . The chance of an Immune Escape of the new VOC makes this vaccine even more Questionable . Fighting a 🦇 virus with a 🦧 Virus ?,ineffective
1927,1377397745036587010t,   Zero deaths globally for vaccinated people ? Where are you getting that from ? Because this European data says otherwise ,side-effect
3073,1328613793740566528t,Reported that Pfizer CEO sold his millions of shares as the share price rocketed and made a personal fortune of £ Millions as a result - nothing altruistic about Pfizer is there - ergo can their vaccine be trusted - highly doubtful .,pharma
2586,1277262128643108864t, They are laying the groundwork for vaccines whether you have the antibodies or not . Moderna ( in the top 5 finalists for Covid vaccine ) said in their earnings call in May that they may not be able to successfully do the next phase test because too many people have the antibodies,rushed
3246,1424372534804324360t,The Lancet : Cerebral venous sinus thrombosis after vaccination : the UK experience : VITT - associated cerebral venous sinus thrombosis from AstraZeneca and J & J ,side-effect
9280,1376705318474936325t,  Those who don't get the vaccine could become like lepers . Why do they want everybody to have it so much ?,mandatory
4582,1327335778788257796t," Think the only ones in line for the covid vaccine are the MSM brainwashed bedwetters who trust a vaccine from Bill Gates after a few months testing , which normally takes years . You & your friends can have our vaccines because anyone with sense won ’ t be having them 😂 😂 😂",rushed
1732,1256725603325263873t,   Absolutely i agree . I will not get a flu vaccine and certainly not getting covid one either,none
5679,1337705878519246853t,"     Pfizer vax was developed with funding from EU , Germany and ... China , no money for R & D from US govt or chump . So enjoy injecting a vaxx made with chinese money . I know people like u loves China hahaha",political
5806,1438170741623726083t,"Surprise , surprise ... 🤡 "" Pfizer submits data to FDA showing ... 👉 side effects from Covid booster shots ... 👉 are similar to the second dose . "" ",side-effect
3534,1375007946904641538t,A vaccine passport to go to the pub ? Piss off ! How many more liberties are going to be taken away ? It ’ s another stupid idea that hasn ’ t been thought through . Fucking draconian ! !,mandatory
2699,1339284137409015808t,Health worker in Alaska had serious allergic reaction after Pfizer's vax ! Covid Vax was rushed instead of normal 2 year trials ! Sorry  I ’ m waiting to taking this vaccine ! ,rushed side-effect
5605,1321365978421186560t,"  8 months ? QLD Premier just said it coukd be years . And given there has NEVER been an effective vaccine for a covid type virus , both estimates seem optimistic . The country will collapse before then .",ineffective
7518,1339086005534478337t,"     foods , tobaccos and the usual products have been known to us for decades . these "" vaccines "" go straight into your blood streams and lord knows if they'll decrease sperm counts , block hormones , cause infertility , babies may come with missing limbs , saggy skins , cause wrinkles , etc",side-effect
5703,1337811217935724547t,"  Sir , you ’ re wrong . The vaccine protects you from the worst effects of COVID but you can still get it and infect other people . This vaccine will save lives but it won ’ t stop the pandemic .",ineffective
4695,1262252395779829762t,"With little testing done , how much of these types of deaths will result from the COVID vaccine ?",rushed side-effect
5110,1303573729616818181t,"People tell me to forget the past and move on . Should I forget the Holocaust too ? Because the world govts is using Pfizer to roll out a vax that will control us all , like Nazis . "" Forget the past and move on "" is programmed by brainwashing . Is TYRANNY and I WILL NOT . WAKE UP PEOPLE",political
3269,1355178025894215682t,#Coronavirus : #Covaxin info sheet skips mention of two risks THE risks relate to antibody - dependent enhancement ( ADE ) and vaccine - associated enhanced respiratory disease ( VAERD ) .    ,side-effect
8730,1438494679318794247t,"🚨 🚨 🚨 BREAK Another Child dies hours after receiving the first dose of AstraZeneca covid - 19 vaccine in Los Mochis , Sinaloa . 😭 😭 😭 But for the CDC it won't count as vaccine death because the child didn't wait 14 days to die 🤣 🤣 🤣 ",side-effect
6663,1356618212994146304t,"A Russian vaccine ? With their proven track record of manipulation , and dishonesty ? Thanks , but no thanks .",country
2431,1424758664271908869t,  What ? 🎻 🎻 🎻 ... sung to the tune of : ' Don't let Africa's children starve ' ? A failing vaccine that resulted in a massive waste of money trying to make it do what it can't ( 47 % efficacy if ) and now we have to shed tears for it's supply chain ? How about a CureVac Go - Fund Me ? 🤪,ineffective
7683,1450062517129121793t,  Aak yourself why they haven ’ t approved Novavax vaccine that is far more efficacious and safe as opposed to mRNA vaccines ? Do some research . Don ’ t ge a sheep,ineffective
1602,1334135960783634433t,   I will not take the  vaccine . I do not trust it for sure after seeing this . FU Pfizer !,pharma
9486,1352234166599999491t,    Well of course BioNTech will say it doesn't affect their vaccine candidate . They are looking at this from a business POV . So they will say it still works so they can keep pushing it . Even if the actual efficacy dropped .,ineffective pharma
5086,1318966569796501504t,"  For anyone not realizing that the ' Corona crisis ' was planned years in advance - & is a tool to destroy Western economies , install Police State regimes , & inject everyone with a poison ' vaccine ' - try reading this : ",conspiracy ingredients
5684,1425117609771651074t,"Israel add to CDC's "" avoid travel "" list due as Delta "" wreaks havoc "" on a highly vaccinated population . Despite high vaccination rates , Israel recently found out the hard way Pfizer - the best vaccine against delta - is only 39 % effective in stopping Delta infections . ",ineffective
